20,2,0,0,951,25,1,0,0,1
8,4,0,0,650,338,0,0,0,0
130,12,0,0,796,35,4,0,0,23
73,6,0,0,723,195,3,0,0,0
124,18,0,0,762,78,7,0,0,11
22,125,1,0,379,90,24,0,4,355
104,14,0,0,822,50,1,0,0,9
6,21,0,0,487,24,2,0,0,460
35,20,0,0,751,42,10,0,0,142
7,0,0,0,697,151,3,0,0,142
